number,value,datetime_start,datetime_complete,duration,params_buy_threshold,params_loss_cooldown_days,params_max_holding_days,params_rsi_window,params_sell_threshold,params_sma_window,state
846,10952.988444726014,2026-01-07 11:55:53.472981,2026-01-07 11:58:34.701376,0 days 00:02:41.228395,37,65,106,3,61,115,COMPLETE
847,11351.186377138463,2026-01-07 11:55:54.777201,2026-01-07 11:58:33.577633,0 days 00:02:38.800432,37,70,106,3,61,115,COMPLETE
848,8892.831702443294,2026-01-07 11:55:59.718520,2026-01-07 11:58:40.717371,0 days 00:02:40.998851,37,75,106,3,61,115,COMPLETE
849,10952.988444726014,2026-01-07 11:56:02.324215,2026-01-07 11:58:45.528840,0 days 00:02:43.204625,37,65,105,3,61,115,COMPLETE
850,1213.3802606174515,2026-01-07 11:56:09.139798,2026-01-07 11:58:49.792898,0 days 00:02:40.653100,37,75,104,12,61,95,COMPLETE
851,15192.556291147988,2026-01-07 11:56:18.523137,2026-01-07 11:59:00.289338,0 days 00:02:41.766201,36,65,104,3,61,95,COMPLETE
852,718.7449817485717,2026-01-07 11:56:28.181146,2026-01-07 11:59:48.932228,0 days 00:03:20.751082,36,60,108,14,61,95,COMPLETE
853,9343.94293717621,2026-01-07 11:56:32.990480,2026-01-07 11:59:10.336935,0 days 00:02:37.346455,36,60,108,3,61,95,COMPLETE
854,3612.9747994205195,2026-01-07 11:56:34.120822,2026-01-07 11:59:24.349592,0 days 00:02:50.228770,26,80,108,3,61,115,COMPLETE
855,880.0212281655402,2026-01-07 11:56:38.901945,2026-01-07 11:59:50.775779,0 days 00:03:11.873834,37,60,71,14,61,95,COMPLETE
856,12914.806202859407,2026-01-07 11:56:45.912014,2026-01-07 11:59:27.590599,0 days 00:02:41.678585,37,60,104,3,61,95,COMPLETE
857,4683.337570790311,2026-01-07 11:56:50.859418,2026-01-07 11:59:12.495641,0 days 00:02:21.636223,37,60,108,7,61,95,COMPLETE
858,10092.97488163501,2026-01-07 11:56:51.826978,2026-01-07 11:59:32.737176,0 days 00:02:40.910198,37,85,104,3,61,90,COMPLETE
859,40.02508476109827,2026-01-07 11:57:12.518615,2026-01-07 12:00:39.700816,0 days 00:03:27.182201,37,60,71,19,61,95,COMPLETE
860,6599.5072960649795,2026-01-07 11:57:14.360987,2026-01-07 11:59:53.231168,0 days 00:02:38.870181,36,80,104,4,61,95,COMPLETE
861,6541.965121576366,2026-01-07 11:57:17.283768,2026-01-07 11:59:50.341982,0 days 00:02:33.058214,36,85,104,4,61,95,COMPLETE
862,5114.068913179908,2026-01-07 11:57:17.749674,2026-01-07 11:59:56.750582,0 days 00:02:39.000908,36,60,71,4,61,95,COMPLETE
863,6368.744591338995,2026-01-07 11:57:24.769527,2026-01-07 12:00:03.840572,0 days 00:02:39.071045,36,85,70,4,61,95,COMPLETE
864,742.6392767396438,2026-01-07 11:57:26.122559,2026-01-07 12:00:30.235679,0 days 00:03:04.113120,36,80,72,14,61,95,COMPLETE
865,5114.068913179908,2026-01-07 11:57:30.887766,2026-01-07 12:00:08.333559,0 days 00:02:37.445793,36,60,71,4,61,95,COMPLETE
866,30.78016202062046,2026-01-07 11:57:31.436726,2026-01-07 12:00:52.574361,0 days 00:03:21.137635,36,60,71,19,61,95,COMPLETE
867,6844.4748370901725,2026-01-07 11:57:31.445614,2026-01-07 12:00:12.991671,0 days 00:02:41.546057,36,75,70,4,61,95,COMPLETE
868,5114.068913179908,2026-01-07 11:57:32.375613,2026-01-07 12:00:12.981102,0 days 00:02:40.605489,36,60,71,4,61,95,COMPLETE
869,3306.466613915399,2026-01-07 11:57:37.481040,2026-01-07 12:00:14.474847,0 days 00:02:36.993807,36,60,71,7,61,95,COMPLETE
870,7307.872951063766,2026-01-07 11:57:38.435330,2026-01-07 12:00:18.895886,0 days 00:02:40.460556,36,75,72,4,61,95,COMPLETE
871,5114.068913179908,2026-01-07 11:57:47.401135,2026-01-07 12:00:33.978680,0 days 00:02:46.577545,36,60,71,4,61,95,COMPLETE
872,3830.7218411233916,2026-01-07 11:57:52.364664,2026-01-07 12:00:39.074674,0 days 00:02:46.710010,36,80,71,4,61,100,COMPLETE
873,5134.821218017704,2026-01-07 11:58:11.957794,2026-01-07 12:00:57.012535,0 days 00:02:45.054741,36,60,70,4,61,95,COMPLETE
874,4391.190689176483,2026-01-07 11:58:12.437407,2026-01-07 12:00:55.118030,0 days 00:02:42.680623,36,65,71,4,61,100,COMPLETE
875,6175.266996761453,2026-01-07 11:58:17.159094,2026-01-07 12:01:02.641146,0 days 00:02:45.482052,36,85,71,4,61,95,COMPLETE
876,4978.574846683368,2026-01-07 11:58:22.084689,2026-01-07 12:01:07.616508,0 days 00:02:45.531819,36,60,69,4,61,95,COMPLETE
877,1930.4673374014342,2026-01-07 11:58:24.557530,2026-01-07 12:01:32.912910,0 days 00:03:08.355380,36,60,70,12,61,95,COMPLETE
878,5114.068913179908,2026-01-07 11:58:33.600492,2026-01-07 12:01:20.791964,0 days 00:02:47.191472,36,60,71,4,61,95,COMPLETE
879,6175.266996761453,2026-01-07 11:58:34.957278,2026-01-07 12:01:22.863590,0 days 00:02:47.906312,36,85,71,4,61,95,COMPLETE
880,5114.068913179908,2026-01-07 11:58:40.803931,2026-01-07 12:01:25.185054,0 days 00:02:44.381123,36,60,71,4,61,95,COMPLETE
881,1086.3847684487569,2026-01-07 11:58:45.853170,2026-01-07 12:01:46.656407,0 days 00:03:00.803237,36,80,71,12,64,95,COMPLETE
882,5729.350368578636,2026-01-07 11:58:50.269981,2026-01-07 12:01:34.974200,0 days 00:02:44.704219,36,60,71,4,64,95,COMPLETE
883,4708.1449749923995,2026-01-07 11:59:00.430000,2026-01-07 12:01:43.472089,0 days 00:02:43.042089,36,60,63,4,61,95,COMPLETE
884,4708.1449749923995,2026-01-07 11:59:10.729022,2026-01-07 12:01:51.979115,0 days 00:02:41.250093,36,60,63,4,61,95,COMPLETE
885,2472.024605734435,2026-01-07 11:59:12.824482,2026-01-07 12:01:58.083724,0 days 00:02:45.259242,36,80,71,4,64,100,COMPLETE
886,2611.3371987815676,2026-01-07 11:59:24.529417,2026-01-07 12:01:59.694455,0 days 00:02:35.165038,36,60,70,4,64,100,COMPLETE
887,2071.556507796721,2026-01-07 11:59:27.688207,2026-01-07 12:01:58.307541,0 days 00:02:30.619334,36,80,70,4,64,100,COMPLETE
888,2472.024605734435,2026-01-07 11:59:32.817018,2026-01-07 12:02:08.523799,0 days 00:02:35.706781,36,80,71,4,64,100,COMPLETE
889,2055.070881690888,2026-01-07 11:59:49.068404,2026-01-07 12:02:24.629358,0 days 00:02:35.560954,36,85,71,4,64,100,COMPLETE
890,2472.024605734435,2026-01-07 11:59:50.425065,2026-01-07 12:02:17.017322,0 days 00:02:26.592257,36,80,71,4,64,100,COMPLETE
891,4250.622929210588,2026-01-07 11:59:50.820644,2026-01-07 12:02:13.897274,0 days 00:02:23.076630,36,80,70,4,62,100,COMPLETE
892,1972.7530034749868,2026-01-07 11:59:53.294742,2026-01-07 12:02:23.670667,0 days 00:02:30.375925,36,85,72,4,64,100,COMPLETE
893,2071.556507796721,2026-01-07 11:59:56.852641,2026-01-07 12:02:20.336911,0 days 00:02:23.484270,36,80,70,4,64,100,COMPLETE
894,3396.151646353136,2026-01-07 12:00:03.916416,2026-01-07 12:02:26.938835,0 days 00:02:23.022419,38,95,101,4,62,100,COMPLETE
895,2791.48170105087,2026-01-07 12:00:08.392459,2026-01-07 12:02:33.741211,0 days 00:02:25.348752,38,85,67,4,64,100,COMPLETE
896,2714.021979572173,2026-01-07 12:00:13.088010,2026-01-07 12:02:36.395210,0 days 00:02:23.307200,38,80,101,4,64,100,COMPLETE
897,3271.880254855998,2026-01-07 12:00:13.265159,2026-01-07 12:02:37.178518,0 days 00:02:23.913359,38,70,66,4,62,100,COMPLETE
898,2303.923904852849,2026-01-07 12:00:14.482249,2026-01-07 12:02:40.222194,0 days 00:02:25.739945,36,80,63,4,64,100,COMPLETE
899,2714.021979572173,2026-01-07 12:00:18.924523,2026-01-07 12:02:44.647167,0 days 00:02:25.722644,38,80,101,4,64,100,COMPLETE
900,1810.5363441564095,2026-01-07 12:00:30.333005,2026-01-07 12:02:51.044375,0 days 00:02:20.711370,36,80,66,5,64,100,COMPLETE
901,2945.2219901424237,2026-01-07 12:00:34.033867,2026-01-07 12:02:52.220984,0 days 00:02:18.187117,38,80,67,4,64,100,COMPLETE
902,20391.603941774785,2026-01-07 12:00:39.092706,2026-01-07 12:03:11.736246,0 days 00:02:32.643540,38,65,67,3,62,100,COMPLETE
903,10579.356087489332,2026-01-07 12:00:39.723031,2026-01-07 12:03:02.887158,0 days 00:02:23.164127,38,80,101,3,64,100,COMPLETE
904,16836.077784604713,2026-01-07 12:00:52.703723,2026-01-07 12:03:17.941138,0 days 00:02:25.237415,38,70,96,3,62,100,COMPLETE
905,9788.862703616545,2026-01-07 12:00:55.268658,2026-01-07 12:03:12.451648,0 days 00:02:17.182990,36,70,67,6,64,100,COMPLETE
906,837.06317129999,2026-01-07 12:00:57.081273,2026-01-07 12:03:06.525449,0 days 00:02:09.444176,38,80,101,5,64,195,COMPLETE
907,11236.93137529514,2026-01-07 12:01:02.810505,2026-01-07 12:03:31.046235,0 days 00:02:28.235730,33,80,67,3,64,100,COMPLETE
908,16836.077784604713,2026-01-07 12:01:07.657680,2026-01-07 12:03:29.464304,0 days 00:02:21.806624,38,70,101,3,62,100,COMPLETE
909,8365.672923737708,2026-01-07 12:01:20.879710,2026-01-07 12:03:45.380415,0 days 00:02:24.500705,35,80,66,3,64,100,COMPLETE
910,8921.130996918831,2026-01-07 12:01:22.930892,2026-01-07 12:03:50.169574,0 days 00:02:27.238682,33,70,66,3,64,100,COMPLETE
911,9220.143869410922,2026-01-07 12:01:25.226050,2026-01-07 12:04:02.906273,0 days 00:02:37.680223,35,70,101,3,62,100,COMPLETE
912,6198.423410874591,2026-01-07 12:01:32.991292,2026-01-07 12:04:00.716475,0 days 00:02:27.725183,38,70,66,3,64,100,COMPLETE
913,16782.542663740707,2026-01-07 12:01:35.105559,2026-01-07 12:04:03.770888,0 days 00:02:28.665329,38,70,63,3,62,100,COMPLETE
914,7105.665747951215,2026-01-07 12:01:43.510764,2026-01-07 12:04:20.912980,0 days 00:02:37.402216,35,70,67,3,64,100,COMPLETE
915,16836.077784604713,2026-01-07 12:01:46.761078,2026-01-07 12:04:21.643835,0 days 00:02:34.882757,38,70,101,3,62,100,COMPLETE
916,16836.077784604713,2026-01-07 12:01:52.055451,2026-01-07 12:04:26.873786,0 days 00:02:34.818335,38,70,66,3,62,100,COMPLETE
917,16636.36831052846,2026-01-07 12:01:58.267808,2026-01-07 12:04:36.654889,0 days 00:02:38.387081,31,95,101,3,62,100,COMPLETE
918,12818.363618447265,2026-01-07 12:01:58.613884,2026-01-07 12:04:36.224282,0 days 00:02:37.610398,38,70,101,3,62,90,COMPLETE
919,22293.587878581577,2026-01-07 12:01:59.741701,2026-01-07 12:04:36.396514,0 days 00:02:36.654813,38,95,101,3,62,90,COMPLETE
920,370.8869310671894,2026-01-07 12:02:08.594112,2026-01-07 12:05:24.792133,0 days 00:03:16.198021,38,95,101,18,62,90,COMPLETE
921,16836.077784604713,2026-01-07 12:02:14.198987,2026-01-07 12:04:48.753879,0 days 00:02:34.554892,38,70,101,3,62,100,COMPLETE
922,304.335558636786,2026-01-07 12:02:17.420890,2026-01-07 12:04:44.299112,0 days 00:02:26.878222,38,70,96,11,62,90,COMPLETE
923,7844.496901205602,2026-01-07 12:02:20.459986,2026-01-07 12:04:38.645262,0 days 00:02:18.185276,38,70,67,5,62,90,COMPLETE
924,12818.363618447265,2026-01-07 12:02:23.755826,2026-01-07 12:04:55.794385,0 days 00:02:32.038559,38,70,101,3,62,90,COMPLETE
925,22293.587878581577,2026-01-07 12:02:24.781411,2026-01-07 12:05:01.841244,0 days 00:02:37.059833,38,95,101,3,62,90,COMPLETE
926,3468.7508480649913,2026-01-07 12:02:26.986631,2026-01-07 12:05:09.687756,0 days 00:02:42.701125,33,65,101,3,62,195,COMPLETE
927,11442.060372007149,2026-01-07 12:02:33.747663,2026-01-07 12:05:15.290294,0 days 00:02:41.542631,33,65,101,3,62,90,COMPLETE
928,11673.074577285537,2026-01-07 12:02:36.552867,2026-01-07 12:05:17.836680,0 days 00:02:41.283813,35,70,101,3,62,90,COMPLETE
929,9704.953874055891,2026-01-07 12:02:37.339560,2026-01-07 12:05:25.518241,0 days 00:02:48.178681,33,70,103,3,62,90,COMPLETE
930,11865.524226897925,2026-01-07 12:02:40.264906,2026-01-07 12:05:18.255276,0 days 00:02:37.990370,35,70,92,3,63,90,COMPLETE
931,5790.475466600641,2026-01-07 12:02:44.653801,2026-01-07 12:05:31.781261,0 days 00:02:47.127460,33,65,92,3,63,90,COMPLETE
932,9003.375287241466,2026-01-07 12:02:51.151403,2026-01-07 12:05:34.918515,0 days 00:02:43.767112,33,70,103,3,63,90,COMPLETE
933,4620.207696971909,2026-01-07 12:02:52.259676,2026-01-07 12:05:35.862689,0 days 00:02:43.603013,33,70,101,3,63,195,COMPLETE
934,9003.375287241466,2026-01-07 12:03:02.971903,2026-01-07 12:05:46.094102,0 days 00:02:43.122199,33,70,93,3,63,90,COMPLETE
935,9003.375287241466,2026-01-07 12:03:06.807433,2026-01-07 12:05:56.132879,0 days 00:02:49.325446,33,70,92,3,63,90,COMPLETE
936,11673.074577285537,2026-01-07 12:03:11.793720,2026-01-07 12:05:54.451154,0 days 00:02:42.657434,35,70,67,3,62,90,COMPLETE
937,12818.363618447265,2026-01-07 12:03:12.573735,2026-01-07 12:05:57.699230,0 days 00:02:45.125495,38,70,69,3,62,90,COMPLETE
938,12818.363618447265,2026-01-07 12:03:18.076888,2026-01-07 12:06:07.009136,0 days 00:02:48.932248,38,70,96,3,62,90,COMPLETE
939,10647.922172745331,2026-01-07 12:03:29.565058,2026-01-07 12:06:18.678417,0 days 00:02:49.113359,38,70,96,3,63,105,COMPLETE
940,10647.922172745331,2026-01-07 12:03:31.074838,2026-01-07 12:06:15.792888,0 days 00:02:44.718050,38,70,96,3,63,105,COMPLETE
941,10647.922172745331,2026-01-07 12:03:45.469406,2026-01-07 12:06:27.662725,0 days 00:02:42.193319,38,70,96,3,63,105,COMPLETE
942,10647.922172745331,2026-01-07 12:03:50.307096,2026-01-07 12:06:36.441791,0 days 00:02:46.134695,38,70,97,3,63,105,COMPLETE
943,12295.728773944576,2026-01-07 12:04:00.739281,2026-01-07 12:06:39.015031,0 days 00:02:38.275750,39,65,96,3,63,90,COMPLETE
944,12295.728773944576,2026-01-07 12:04:02.974490,2026-01-07 12:06:42.669887,0 days 00:02:39.695397,39,65,94,3,63,90,COMPLETE
945,9577.63206034923,2026-01-07 12:04:03.854119,2026-01-07 12:06:44.214598,0 days 00:02:40.360479,39,65,92,3,63,105,COMPLETE
946,9577.63206034923,2026-01-07 12:04:21.010709,2026-01-07 12:06:55.423626,0 days 00:02:34.412917,39,65,96,3,63,105,COMPLETE
947,9577.63206034923,2026-01-07 12:04:21.800115,2026-01-07 12:07:04.145170,0 days 00:02:42.345055,39,65,92,3,63,105,COMPLETE
948,17284.382490873963,2026-01-07 12:04:26.973574,2026-01-07 12:07:02.898588,0 days 00:02:35.925014,39,75,93,3,62,105,COMPLETE
949,14529.55505342972,2026-01-07 12:04:36.613353,2026-01-07 12:07:28.719435,0 days 00:02:52.106082,39,65,59,3,62,90,COMPLETE
950,19432.71154299735,2026-01-07 12:04:36.637322,2026-01-07 12:07:23.111672,0 days 00:02:46.474350,39,95,63,3,62,90,COMPLETE
951,19606.309750568496,2026-01-07 12:04:36.769519,2026-01-07 12:07:24.387162,0 days 00:02:47.617643,39,95,96,3,62,90,COMPLETE
952,14716.492020790263,2026-01-07 12:04:38.740601,2026-01-07 12:07:13.315167,0 days 00:02:34.574566,39,100,96,3,62,90,COMPLETE
953,19023.08163642246,2026-01-07 12:04:44.527194,2026-01-07 12:07:25.428466,0 days 00:02:40.901272,39,65,97,3,62,105,COMPLETE
954,19023.08163642246,2026-01-07 12:04:48.831118,2026-01-07 12:07:29.435836,0 days 00:02:40.604718,39,65,93,3,62,105,COMPLETE
955,12660.955996962482,2026-01-07 12:04:55.898126,2026-01-07 12:07:38.617447,0 days 00:02:42.719321,39,95,93,3,62,105,COMPLETE
956,12660.955996962482,2026-01-07 12:05:01.950985,2026-01-07 12:07:33.279770,0 days 00:02:31.328785,39,95,96,3,62,105,COMPLETE
957,13756.12475071298,2026-01-07 12:05:09.726331,2026-01-07 12:07:47.212572,0 days 00:02:37.486241,39,100,63,3,62,105,COMPLETE
958,13794.847497016615,2026-01-07 12:05:15.371555,2026-01-07 12:07:56.968555,0 days 00:02:41.597000,39,100,93,3,62,105,COMPLETE
959,17528.060478553034,2026-01-07 12:05:17.929362,2026-01-07 12:07:53.483135,0 days 00:02:35.553773,38,95,95,3,62,105,COMPLETE
960,12237.229134020712,2026-01-07 12:05:18.348924,2026-01-07 12:07:57.815706,0 days 00:02:39.466782,39,95,59,3,62,105,COMPLETE
961,12237.229134020712,2026-01-07 12:05:24.887925,2026-01-07 12:08:03.311797,0 days 00:02:38.423872,39,95,59,3,62,105,COMPLETE
962,12660.955996962482,2026-01-07 12:05:25.602022,2026-01-07 12:08:01.218797,0 days 00:02:35.616775,39,95,63,3,62,105,COMPLETE
963,13794.847497016615,2026-01-07 12:05:32.015553,2026-01-07 12:08:11.575324,0 days 00:02:39.559771,39,100,96,3,62,105,COMPLETE
964,13794.847497016615,2026-01-07 12:05:35.030592,2026-01-07 12:08:12.823655,0 days 00:02:37.793063,39,100,93,3,62,105,COMPLETE
965,12660.955996962482,2026-01-07 12:05:35.870383,2026-01-07 12:08:15.804788,0 days 00:02:39.934405,39,95,96,3,62,105,COMPLETE
966,1306.132797259184,2026-01-07 12:05:46.267916,2026-01-07 12:08:12.300272,0 days 00:02:26.032356,39,95,96,10,62,105,COMPLETE
967,12660.955996962482,2026-01-07 12:05:54.564155,2026-01-07 12:08:32.245773,0 days 00:02:37.681618,39,95,96,3,62,105,COMPLETE
968,13794.847497016615,2026-01-07 12:05:56.295034,2026-01-07 12:08:39.048442,0 days 00:02:42.753408,39,100,96,3,62,105,COMPLETE
969,21188.80861183142,2026-01-07 12:05:57.911581,2026-01-07 12:08:36.147612,0 days 00:02:38.236031,38,105,96,3,62,105,COMPLETE
970,12342.04080609422,2026-01-07 12:06:07.055987,2026-01-07 12:08:39.849007,0 days 00:02:32.793020,39,95,62,3,62,105,COMPLETE
971,13477.67382048016,2026-01-07 12:06:16.057235,2026-01-07 12:08:51.156364,0 days 00:02:35.099129,39,105,89,3,62,105,COMPLETE
972,11999.58980846178,2026-01-07 12:06:18.820506,2026-01-07 12:08:53.944373,0 days 00:02:35.123867,39,75,63,3,62,100,COMPLETE
973,13756.12475071298,2026-01-07 12:06:27.930661,2026-01-07 12:09:02.797020,0 days 00:02:34.866359,39,100,63,3,62,105,COMPLETE
974,16945.637890197904,2026-01-07 12:06:36.728764,2026-01-07 12:09:13.318642,0 days 00:02:36.589878,39,75,62,3,62,105,COMPLETE
975,13794.847497016615,2026-01-07 12:06:39.269158,2026-01-07 12:09:13.845125,0 days 00:02:34.575967,39,100,94,3,62,105,COMPLETE
976,12660.955996962482,2026-01-07 12:06:42.871691,2026-01-07 12:09:17.559916,0 days 00:02:34.688225,39,95,63,3,62,105,COMPLETE
977,12660.955996962482,2026-01-07 12:06:44.518413,2026-01-07 12:09:18.607521,0 days 00:02:34.089108,39,95,64,3,62,105,COMPLETE
978,13794.847497016615,2026-01-07 12:06:55.485895,2026-01-07 12:09:31.977430,0 days 00:02:36.491535,39,100,89,3,62,105,COMPLETE
979,12342.04080609422,2026-01-07 12:07:03.066629,2026-01-07 12:09:40.901841,0 days 00:02:37.835212,39,95,62,3,62,105,COMPLETE
980,12660.955996962482,2026-01-07 12:07:04.326717,2026-01-07 12:09:40.445840,0 days 00:02:36.119123,39,95,89,3,62,105,COMPLETE
981,3995.527593321338,2026-01-07 12:07:13.515966,2026-01-07 12:09:35.004853,0 days 00:02:21.488887,39,105,59,3,71,160,COMPLETE
982,12318.434534042044,2026-01-07 12:07:23.236052,2026-01-07 12:09:53.675235,0 days 00:02:30.439183,39,95,61,3,62,105,COMPLETE
983,14476.13784190137,2026-01-07 12:07:24.512212,2026-01-07 12:10:02.414892,0 days 00:02:37.902680,40,95,59,3,62,105,COMPLETE
984,14476.13784190137,2026-01-07 12:07:25.461891,2026-01-07 12:09:59.625959,0 days 00:02:34.164068,40,95,59,3,62,105,COMPLETE
985,17485.52610157457,2026-01-07 12:07:28.772786,2026-01-07 12:10:02.200205,0 days 00:02:33.427419,40,100,62,3,62,105,COMPLETE
986,14874.77169038454,2026-01-07 12:07:29.505423,2026-01-07 12:10:01.080186,0 days 00:02:31.574763,40,95,95,3,62,105,COMPLETE
987,15307.50110119867,2026-01-07 12:07:33.701798,2026-01-07 12:10:09.842249,0 days 00:02:36.140451,39,95,63,3,62,110,COMPLETE
988,13462.7957723288,2026-01-07 12:07:38.811895,2026-01-07 12:10:13.536434,0 days 00:02:34.724539,40,100,62,3,62,110,COMPLETE
989,12437.39289954598,2026-01-07 12:07:47.299359,2026-01-07 12:10:13.190498,0 days 00:02:25.891139,40,105,93,3,62,110,COMPLETE
990,14491.918022564616,2026-01-07 12:07:53.695189,2026-01-07 12:10:26.310845,0 days 00:02:32.615656,40,95,94,3,62,110,COMPLETE
991,12437.39289954598,2026-01-07 12:07:57.072202,2026-01-07 12:10:33.874143,0 days 00:02:36.801941,40,105,94,3,62,110,COMPLETE
992,13662.331448779361,2026-01-07 12:07:57.828374,2026-01-07 12:10:30.545062,0 days 00:02:32.716688,40,100,94,3,62,110,COMPLETE
993,15380.007415119113,2026-01-07 12:08:01.246689,2026-01-07 12:10:36.420100,0 days 00:02:35.173411,39,95,94,3,62,110,COMPLETE
994,13662.331448779361,2026-01-07 12:08:03.347563,2026-01-07 12:10:33.693359,0 days 00:02:30.345796,40,100,95,3,62,110,COMPLETE
995,12260.510539409013,2026-01-07 12:08:11.655362,2026-01-07 12:10:46.253201,0 days 00:02:34.597839,39,100,94,3,62,110,COMPLETE
996,12437.39289954598,2026-01-07 12:08:12.367718,2026-01-07 12:10:46.246931,0 days 00:02:33.879213,40,105,94,3,62,110,COMPLETE
997,17336.496447371504,2026-01-07 12:08:12.827382,2026-01-07 12:10:43.836603,0 days 00:02:31.009221,38,100,94,3,62,110,COMPLETE
998,16016.828204256779,2026-01-07 12:08:15.908751,2026-01-07 12:10:47.737362,0 days 00:02:31.828611,38,105,94,3,62,110,COMPLETE
999,12413.940543550209,2026-01-07 12:08:32.412731,2026-01-07 12:11:06.738981,0 days 00:02:34.326250,40,105,94,3,62,165,COMPLETE
1000,13173.325979582098,2026-01-07 12:08:36.201331,2026-01-07 12:11:12.063482,0 days 00:02:35.862151,38,100,94,3,62,165,COMPLETE
1001,13662.331448779361,2026-01-07 12:08:39.091560,2026-01-07 12:11:10.875630,0 days 00:02:31.784070,40,100,94,3,62,110,COMPLETE
1002,24102.01173429943,2026-01-07 12:08:39.927981,2026-01-07 12:11:11.229121,0 days 00:02:31.301140,38,75,94,3,62,105,COMPLETE
1003,16016.828204256779,2026-01-07 12:08:51.260387,2026-01-07 12:11:28.071673,0 days 00:02:36.811286,38,105,95,3,62,110,COMPLETE
1004,12437.39289954598,2026-01-07 12:08:54.080234,2026-01-07 12:11:35.525347,0 days 00:02:41.445113,40,105,94,3,62,110,COMPLETE
1005,12437.39289954598,2026-01-07 12:09:02.966668,2026-01-07 12:11:33.784918,0 days 00:02:30.818250,40,105,94,3,62,110,COMPLETE
1006,12437.39289954598,2026-01-07 12:09:13.508329,2026-01-07 12:11:53.783647,0 days 00:02:40.275318,40,105,94,3,62,110,COMPLETE
1007,4864.593216234778,2026-01-07 12:09:14.251603,2026-01-07 12:11:40.460708,0 days 00:02:26.209105,40,105,61,3,71,110,COMPLETE
1008,10895.899195258637,2026-01-07 12:09:17.660766,2026-01-07 12:11:44.774622,0 days 00:02:27.113856,40,75,61,3,62,110,COMPLETE
1009,10837.582238384204,2026-01-07 12:09:18.802095,2026-01-07 12:11:55.151323,0 days 00:02:36.349228,40,75,60,3,62,110,COMPLETE
1010,12313.80436226677,2026-01-07 12:09:32.153304,2026-01-07 12:12:10.538282,0 days 00:02:38.384978,40,105,60,3,62,110,COMPLETE
1011,11285.28606525894,2026-01-07 12:09:35.213837,2026-01-07 12:12:07.200069,0 days 00:02:31.986232,40,75,94,3,62,110,COMPLETE
1012,10052.849819947254,2026-01-07 12:09:40.895703,2026-01-07 12:12:13.902764,0 days 00:02:33.007061,40,75,56,3,62,110,COMPLETE
1013,11285.28606525894,2026-01-07 12:09:41.424823,2026-01-07 12:12:13.928946,0 days 00:02:32.504123,40,75,95,3,62,110,COMPLETE
1014,10897.809698402098,2026-01-07 12:09:53.768318,2026-01-07 12:12:27.388775,0 days 00:02:33.620457,40,105,56,3,62,110,COMPLETE
1015,16264.931722102918,2026-01-07 12:09:59.728934,2026-01-07 12:12:40.606045,0 days 00:02:40.877111,38,75,94,3,62,110,COMPLETE
